@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.16,0.14,0.11,0.11,0.17,0.11,0.12,0.06,0.04,0,0.15,0.18,0.16,0.19,0.11,0.09,0.07,0.07,0.01,0,0.09,0.11,0.12,0.1,0.12,0.07,0.11,0.1,0.11,0.1,0,-0.79,0.9,1840.901477,3350,4450,Walking
0.14,0.17,0.13,0.11,0.1,0.16,0.05,0.08,0.07,0.01,0.13,0.19,0.19,0.13,0.13,0.09,0.1,0.04,0.02,0,0.08,0.13,0.1,0.09,0.1,0.1,0.13,0.1,0.1,0.09,0,-0.72,0.98,1840.901477,1787.5,2850,Walking
0.15,0.14,0.13,0.08,0.17,0.11,0.09,0.06,0.09,0,0.13,0.21,0.2,0.13,0.1,0.08,0.07,0.07,0.02,0,0.07,0.07,0.14,0.12,0.11,0.13,0.1,0.11,0.1,0.08,0,-0.68,0.82,1840.901477,1000,3875,Walking
0.15,0.13,0.12,0.15,0.1,0.12,0.09,0.06,0.09,0.01,0.13,0.2,0.21,0.12,0.1,0.09,0.08,0.07,0.03,0,0.06,0.11,0.15,0.13,0.1,0.1,0.12,0.07,0.1,0.09,0,-0.75,0.82,1840.901477,1750,2600,Walking
0.12,0.13,0.15,0.16,0.17,0.1,0.06,0.06,0.07,0,0.14,0.18,0.2,0.14,0.12,0.08,0.09,0.06,0,0,0.07,0.11,0.1,0.1,0.13,0.09,0.1,0.11,0.1,0.1,0,-0.78,1.15,1840.901477,1800,2225,Walking
0.05,0.06,0.07,0.1,0.06,0.09,0.06,0.03,0.01,0,0.06,0.11,0.15,0.11,0.02,0.03,0.04,0.01,0,0,0.03,0.05,0.05,0.06,0.06,0.05,0.05,0.09,0.07,0.05,0,-0.64,0.74,1840.901477,1175,1150,Walking
0.05,0.11,0.11,0.11,0.13,0.13,0.13,0.11,0.12,0.04,0.05,0.16,0.13,0.09,0.1,0.11,0.13,0.09,0.1,0.02,0.1,0.06,0.05,0.11,0.11,0.18,0.19,0.09,0.07,0.06,0,8.61,1.63,2316.67,391.3,2250,Jogging
0.07,0.07,0.16,0.15,0.13,0.09,0.08,0.13,0.09,0.05,0.08,0.13,0.09,0.1,0.1,0.1,0.11,0.11,0.1,0.03,0.11,0.07,0.05,0.06,0.13,0.19,0.21,0.1,0.05,0.04,0,8.83,1.4,1375,454.76,1110,Jogging
0.05,0.06,0.15,0.11,0.11,0.15,0.09,0.19,0.08,0.02,0.08,0.11,0.11,0.13,0.06,0.1,0.13,0.08,0.13,0.03,0.1,0.05,0.04,0.1,0.1,0.17,0.14,0.15,0.07,0.1,0,9.16,2.34,1000,513.16,1225,Jogging
0.08,0.09,0.11,0.12,0.12,0.13,0.1,0.12,0.09,0.08,0.08,0.09,0.11,0.12,0.12,0.11,0.07,0.09,0.13,0.01,0.08,0.04,0.1,0.11,0.13,0.15,0.12,0.13,0.08,0.1,0,9.24,2.03,4125,423.81,1562.5,Jogging
0.06,0.1,0.15,0.13,0.12,0.11,0.08,0.09,0.13,0.06,0.11,0.07,0.1,0.14,0.1,0.1,0.1,0.09,0.11,0.01,0.1,0.06,0.08,0.1,0.11,0.18,0.12,0.1,0.08,0.09,0,8.95,1.9,2233.33,452.38,1587.5,Jogging
0.1,0.1,0.12,0.11,0.11,0.07,0.13,0.08,0.12,0.09,0.11,0.11,0.11,0.14,0.05,0.12,0.12,0.09,0.1,0.01,0.09,0.07,0.08,0.12,0.1,0.16,0.14,0.1,0.09,0.08,0,8.32,1.89,1562.5,397.83,1550,Jogging
0.09,0.09,0.05,0.13,0.11,0.13,0.13,0.12,0.11,0.07,0.1,0.09,0.12,0.12,0.07,0.09,0.14,0.11,0.09,0.03,0.08,0.09,0.09,0.1,0.11,0.16,0.11,0.1,0.09,0.08,0,8.87,1.64,1466.67,384.78,3200,Jogging
0.12,0.11,0.09,0.09,0.08,0.1,0.1,0.15,0.07,0.1,0.08,0.12,0.12,0.12,0.07,0.1,0.11,0.09,0.11,0.02,0.12,0.06,0.07,0.08,0.11,0.12,0.15,0.12,0.13,0.07,0,8.89,1.92,1375,395.45,1850,Jogging
0.1,0.09,0.1,0.06,0.1,0.11,0.1,0.14,0.11,0.11,0.11,0.09,0.1,0.17,0.08,0.12,0.07,0.09,0.09,0.02,0.09,0.08,0.13,0.08,0.13,0.13,0.1,0.07,0.13,0.09,0,8.54,1.82,3275,447.5,2833.33,Jogging
0.14,0.14,0.09,0.11,0.09,0.05,0.1,0.12,0.09,0.1,0.14,0.08,0.12,0.11,0.07,0.08,0.07,0.12,0.09,0.01,0.12,0.11,0.08,0.05,0.13,0.13,0.12,0.06,0.13,0.08,0,8.62,1.61,1900,488.89,800,Jogging
0.12,0.08,0.11,0.08,0.07,0.17,0.13,0.09,0.04,0.14,0.1,0.1,0.1,0.08,0.09,0.14,0.1,0.08,0.13,0.02,0.12,0.09,0.08,0.13,0.11,0.1,0.09,0.12,0.09,0.09,0,9.35,1.5,500,387.5,1737.5,Jogging
0.12,0.05,0.09,0.08,0.15,0.08,0.12,0.09,0.11,0.13,0.09,0.1,0.1,0.11,0.08,0.11,0.1,0.14,0.1,0.01,0.08,0.13,0.15,0.11,0.1,0.06,0.07,0.1,0.12,0.11,0,9.15,1.77,1575,391.67,1762.5,Jogging
0.09,0.12,0.11,0.08,0.08,0.1,0.15,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.13,0.09,0.08,0.11,0.13,0.01,0.05,0.09,0.12,0.15,0.1,0.09,0.06,0.12,0.12,0.13,0,8.45,2.43,2375,393.48,2650,Jogging
0.09,0.09,0.13,0.09,0.12,0.12,0.12,0.09,0.11,0.07,0.14,0.09,0.07,0.09,0.13,0.08,0.1,0.09,0.1,0.03,0.11,0.11,0.16,0.13,0.11,0.04,0.07,0.08,0.09,0.13,0,8.78,1.44,900,475,1430,Jogging
0.13,0.1,0.12,0.11,0.11,0.11,0.09,0.09,0.06,0.1,0.14,0.11,0.14,0.07,0.07,0.05,0.12,0.1,0.12,0.03,0.09,0.13,0.13,0.1,0.08,0.09,0.06,0.13,0.12,0.09,0,8.32,1.56,4325,337.5,2300,Jogging
0.1,0.11,0.07,0.1,0.14,0.09,0.07,0.1,0.07,0.18,0.1,0.1,0.12,0.08,0.06,0.11,0.1,0.12,0.11,0.01,0.14,0.09,0.13,0.09,0.09,0.06,0.07,0.11,0.11,0.13,0,9.43,1.8,800,445.24,2325,Jogging
0.08,0.14,0.08,0.12,0.07,0.12,0.09,0.1,0.08,0.14,0.1,0.13,0.08,0.07,0.12,0.07,0.11,0.12,0.13,0.02,0.1,0.12,0.11,0.1,0.08,0.09,0.08,0.11,0.1,0.14,0,9.22,1.92,2850,361.11,425,Jogging
0.1,0.09,0.12,0.09,0.09,0.09,0.08,0.1,0.15,0.11,0.12,0.07,0.09,0.12,0.09,0.13,0.1,0.13,0.08,0,0.09,0.14,0.09,0.1,0.09,0.1,0.06,0.13,0.09,0.13,0,8.94,1.95,1462.5,480,3525,Jogging
0.09,0.08,0.1,0.11,0.12,0.1,0.12,0.07,0.1,0.13,0.12,0.06,0.09,0.08,0.15,0.14,0.09,0.08,0.1,0.03,0.09,0.12,0.13,0.1,0.12,0.09,0.07,0.09,0.08,0.13,0,9.4,1.83,3175,452.38,993.75,Jogging
0.11,0.08,0.11,0.07,0.11,0.12,0.1,0.09,0.13,0.11,0.13,0.05,0.1,0.09,0.14,0.11,0.06,0.1,0.09,0.03,0.11,0.14,0.12,0.09,0.08,0.09,0.09,0.08,0.08,0.16,0,9.13,1.91,2575,445.24,1342.86,Jogging
0.14,0.1,0.07,0.12,0.1,0.05,0.1,0.12,0.11,0.12,0.12,0.14,0.1,0.09,0.09,0.06,0.13,0.11,0.09,0.03,0.13,0.1,0.09,0.1,0.11,0.07,0.1,0.12,0.09,0.12,0,8.3,1.65,3925,391.67,766.67,Jogging
0.14,0.13,0.07,0.07,0.08,0.11,0.08,0.09,0.14,0.11,0.09,0.1,0.12,0.07,0.1,0.11,0.14,0.11,0.09,0.03,0.14,0.11,0.11,0.09,0.1,0.05,0.09,0.08,0.11,0.13,0,9.16,1.67,2600,440.91,2175,Jogging
0.13,0.15,0.1,0.11,0.09,0.06,0.06,0.11,0.1,0.13,0.09,0.11,0.1,0.08,0.12,0.08,0.1,0.11,0.11,0.02,0.16,0.12,0.1,0.13,0.06,0.06,0.08,0.09,0.13,0.1,0,9.41,1.2,1360,469.05,3550,Jogging
0.1,0.09,0.07,0.12,0.12,0.12,0.09,0.12,0.08,0.11,0.1,0.12,0.06,0.1,0.13,0.12,0.08,0.1,0.11,0.01,0.11,0.13,0.1,0.11,0.1,0.08,0.07,0.1,0.08,0.14,0,9.16,1.7,725,465,1390,Jogging
0.13,0.15,0.08,0.08,0.08,0.09,0.09,0.07,0.13,0.11,0.1,0.09,0.09,0.09,0.17,0.08,0.11,0.11,0.1,0.02,0.1,0.13,0.12,0.08,0.13,0.1,0.06,0.09,0.15,0.07,0,9.28,1.38,1316.67,490,1341.67,Jogging
0.11,0.1,0.12,0.16,0.08,0.07,0.09,0.08,0.12,0.1,0.14,0.12,0.06,0.13,0.08,0.12,0.08,0.1,0.1,0.03,0.11,0.1,0.08,0.1,0.11,0.05,0.12,0.1,0.1,0.14,0,8.23,2.1,4025,421.43,2850,Jogging
0.11,0.08,0.07,0.12,0.11,0.09,0.1,0.1,0.15,0.09,0.09,0.12,0.11,0.08,0.11,0.1,0.14,0.1,0.12,0.01,0.09,0.08,0.11,0.07,0.09,0.11,0.16,0.13,0.11,0.09,0,8.84,2.05,1833.33,342.86,1762.5,Jogging
0.12,0.07,0.12,0.12,0.12,0.05,0.12,0.08,0.08,0.14,0.11,0.08,0.15,0.04,0.09,0.12,0.11,0.13,0.1,0.03,0.1,0.1,0.12,0.09,0.13,0.11,0.08,0.09,0.11,0.11,0,9.03,1.83,3600,440.91,1975,Jogging
0.08,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.11,0.11,0.07,0.1,0.09,0.13,0.1,0.12,0.13,0.08,0.08,0.03,0.05,0.13,0.12,0.13,0.1,0.07,0.09,0.13,0.1,0.11,0,9.19,1.97,1850,382,1590,Jogging
0.09,0.14,0.1,0.1,0.12,0.09,0.09,0.1,0.06,0.15,0.09,0.13,0.08,0.1,0.13,0.07,0.08,0.12,0.1,0.03,0.09,0.13,0.1,0.14,0.09,0.1,0.07,0.1,0.11,0.09,0,8.95,1.44,4575,402.27,1540,Jogging
0.1,0.13,0.09,0.07,0.09,0.07,0.1,0.16,0.11,0.09,0.09,0.14,0.12,0.12,0.06,0.12,0.09,0.1,0.06,0.03,0.12,0.13,0.15,0.16,0.05,0.04,0.06,0.09,0.13,0.08,0,8.24,1.1,2375,480,1341.67,Jogging
0.01,0.01,0.02,0.04,0.04,0.02,0.04,0.03,0.05,0.02,0,0,0.01,0.05,0.16,0.04,0.02,0.01,0,0,0.01,0.03,0.02,0.03,0.02,0.04,0.06,0.03,0.04,0.01,0,2.37,0.57,1250,500,725,Jogging
0.08,0.11,0.17,0.08,0.1,0.12,0.11,0.09,0.13,0.04,0.08,0.04,0.14,0.11,0.15,0.13,0.08,0.12,0.12,0.06,0.09,0.06,0.08,0.14,0.11,0.1,0.15,0.11,0.09,0.09,0,9.18,0.27,2362.5,1730,2700,Walking
0.09,0.13,0.13,0.12,0.1,0.12,0.07,0.09,0.13,0.04,0.08,0.08,0.1,0.11,0.16,0.11,0.1,0.11,0.13,0.04,0.08,0.03,0.12,0.1,0.11,0.13,0.15,0.11,0.08,0.12,0,8.98,0.62,2033.33,1187.5,1433.33,Walking
0.09,0.11,0.13,0.11,0.08,0.13,0.1,0.1,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.17,0.12,0.1,0.12,0.07,0.09,0.06,0.1,0.08,0.14,0.13,0.14,0.12,0.08,0.09,0,9.33,0.34,1225,914.29,3200,Walking
0.09,0.15,0.09,0.09,0.08,0.09,0.12,0.18,0.07,0.07,0.11,0.08,0.12,0.11,0.09,0.13,0.06,0.12,0.1,0.09,0.09,0.11,0.11,0.1,0.1,0.09,0.06,0.13,0.09,0.13,0,9.19,0.31,2187.5,845,4750,Walking
0.1,0.11,0.12,0.09,0.1,0.07,0.15,0.09,0.1,0.1,0.13,0.09,0.08,0.1,0.11,0.1,0.07,0.13,0.09,0.12,0.12,0.08,0.13,0.1,0.1,0.09,0.09,0.1,0.12,0.1,0,9.2,0.11,2183.33,1043.75,3100,Walking
0.09,0.11,0.1,0.1,0.09,0.12,0.11,0.06,0.13,0.12,0.1,0.1,0.11,0.1,0.1,0.09,0.11,0.12,0.08,0.11,0.14,0.09,0.11,0.11,0.07,0.1,0.08,0.12,0.09,0.11,0,9.13,0.05,1887.5,868.18,1880,Walking
0.11,0.08,0.12,0.08,0.12,0.08,0.1,0.11,0.08,0.15,0.11,0.11,0.12,0.09,0.11,0.1,0.13,0.09,0.06,0.11,0.13,0.09,0.1,0.12,0.09,0.1,0.11,0.07,0.1,0.11,0,8.82,-0.05,3116.67,1005.56,4500,Walking
0.12,0.09,0.12,0.08,0.1,0.09,0.09,0.09,0.11,0.15,0.1,0.11,0.1,0.08,0.1,0.11,0.08,0.1,0.11,0.14,0.12,0.11,0.13,0.07,0.08,0.09,0.13,0.11,0.1,0.09,0,9.48,-0.03,2050,770.83,2716.67,Walking
0.11,0.13,0.07,0.12,0.11,0.08,0.09,0.09,0.09,0.13,0.13,0.09,0.1,0.09,0.1,0.17,0.06,0.09,0.11,0.1,0.16,0.1,0.08,0.1,0.06,0.1,0.09,0.1,0.12,0.11,0,8.95,0.04,2600,809.09,1550,Walking
0.13,0.1,0.12,0.07,0.1,0.12,0.1,0.08,0.09,0.12,0.13,0.08,0.13,0.08,0.1,0.09,0.14,0.06,0.1,0.11,0.12,0.11,0.1,0.08,0.1,0.11,0.06,0.12,0.11,0.11,0,9.16,0.11,3675,763.64,2125,Walking
0.08,0.06,0.12,0.1,0.11,0.11,0.09,0.12,0.12,0.11,0.12,0.1,0.07,0.11,0.1,0.11,0.1,0.13,0.07,0.11,0.08,0.15,0.09,0.1,0.11,0.1,0.1,0.11,0.09,0.1,0,9.19,0.04,1350,1027.78,1700,Walking
0.1,0.12,0.08,0.09,0.12,0.08,0.1,0.11,0.14,0.1,0.1,0.12,0.1,0.14,0.08,0.08,0.1,0.09,0.09,0.12,0.09,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.1,0.12,0,9.02,0.13,1416.67,800,3725,Walking
0.09,0.09,0.09,0.12,0.1,0.11,0.12,0.13,0.08,0.09,0.1,0.1,0.06,0.14,0.09,0.13,0.11,0.11,0.07,0.1,0.09,0.11,0.07,0.09,0.11,0.12,0.11,0.1,0.13,0.08,0,9.11,0.25,1575,735,1575,Walking
0.09,0.12,0.08,0.11,0.11,0.1,0.06,0.14,0.11,0.11,0.09,0.17,0.08,0.08,0.13,0.08,0.07,0.11,0.11,0.11,0.09,0.1,0.12,0.08,0.15,0.09,0.13,0.08,0.1,0.09,0,9.15,0,2433.33,900,1550,Walking
0.09,0.1,0.08,0.12,0.09,0.12,0.08,0.12,0.09,0.13,0.1,0.1,0.11,0.1,0.11,0.12,0.12,0.04,0.08,0.15,0.1,0.12,0.11,0.1,0.1,0.11,0.08,0.1,0.08,0.12,0,9.21,0.27,2100,988.89,2083.33,Walking
0.14,0.04,0.09,0.12,0.1,0.08,0.12,0.14,0.08,0.11,0.09,0.11,0.1,0.13,0.07,0.09,0.08,0.11,0.15,0.1,0.13,0.12,0.1,0.12,0.08,0.08,0.06,0.1,0.15,0.09,0,9.55,-0.03,1575,905.56,1733.33,Walking
0.12,0.12,0.1,0.06,0.08,0.11,0.1,0.12,0.07,0.13,0.15,0.05,0.1,0.1,0.08,0.11,0.1,0.12,0.09,0.13,0.15,0.07,0.05,0.14,0.11,0.1,0.1,0.09,0.09,0.13,0,9.32,0.03,2600,716.67,1050,Walking
0.11,0.11,0.1,0.1,0.09,0.09,0.12,0.06,0.09,0.14,0.09,0.15,0.09,0.09,0.06,0.1,0.12,0.12,0.12,0.09,0.1,0.11,0.09,0.09,0.11,0.15,0.08,0.09,0.09,0.11,0,9.28,0.05,983.33,922.22,1750,Walking
0.1,0.1,0.1,0.12,0.08,0.11,0.1,0.09,0.13,0.1,0.1,0.1,0.08,0.13,0.14,0.07,0.08,0.1,0.11,0.11,0.14,0.11,0.07,0.08,0.09,0.13,0.08,0.12,0.1,0.12,0,9.24,0.14,1700,850,1587.5,Walking
0.13,0.09,0.12,0.08,0.12,0.05,0.13,0.1,0.09,0.11,0.11,0.1,0.11,0.09,0.08,0.13,0.12,0.1,0.1,0.09,0.09,0.11,0.12,0.11,0.05,0.12,0.09,0.13,0.11,0.1,0,9.1,0.25,1675,940,3150,Walking
0.11,0.11,0.07,0.14,0.08,0.1,0.1,0.08,0.1,0.13,0.1,0.12,0.09,0.07,0.11,0.07,0.13,0.11,0.11,0.12,0.06,0.15,0.11,0.09,0.13,0.09,0.1,0.09,0.09,0.11,0,9.47,0.3,1837.5,763.64,2100,Walking
0.12,0.09,0.15,0.09,0.1,0.09,0.1,0.09,0.13,0.07,0.08,0.13,0.13,0.08,0.11,0.1,0.05,0.1,0.12,0.13,0.06,0.13,0.13,0.16,0.05,0.11,0.11,0.06,0.12,0.09,0,9.43,0.08,1550,791.67,4150,Walking
0.09,0.1,0.09,0.12,0.12,0.06,0.16,0.08,0.12,0.08,0.1,0.12,0.11,0.08,0.1,0.09,0.12,0.11,0.1,0.1,0.08,0.09,0.13,0.09,0.12,0.08,0.11,0.14,0.11,0.08,0,9.23,0.3,1533.33,960,2650,Walking
0.1,0.11,0.09,0.1,0.11,0.12,0.11,0.09,0.1,0.1,0.09,0.1,0.11,0.13,0.08,0.1,0.07,0.14,0.11,0.09,0.08,0.08,0.13,0.11,0.1,0.09,0.12,0.09,0.13,0.1,0,9.21,0.41,2816.67,880,1600,Walking
0.09,0.1,0.06,0.12,0.1,0.16,0.08,0.12,0.09,0.1,0.09,0.08,0.11,0.12,0.11,0.08,0.15,0.1,0.1,0.08,0.04,0.13,0.12,0.11,0.11,0.09,0.14,0.1,0.09,0.1,0,9.08,0.37,2366.67,677.27,2650,Walking
0.06,0.02,0.03,0.09,0.1,0.06,0.07,0.09,0.06,0.03,0.05,0.09,0.05,0.05,0.03,0.07,0.08,0.09,0.06,0.05,0.06,0.05,0.04,0.05,0.09,0.08,0.07,0.06,0.05,0.05,0,5.52,0.24,2450,866.67,2150,Walking
0.03,0.1,0.13,0.16,0.18,0.16,0.07,0.07,0.06,0.07,0.11,0.07,0.08,0.1,0.14,0.13,0.06,0.09,0.15,0,0.04,0.04,0.08,0.16,0.14,0.16,0.13,0.13,0.1,0.05,0,8.8,2.02,4150,391.67,2725,Jogging
0.11,0.09,0.11,0.19,0.11,0.14,0.09,0.08,0.08,0.03,0.09,0.13,0.08,0.07,0.17,0.08,0.11,0.12,0.12,0,0.07,0.1,0.07,0.12,0.11,0.14,0.15,0.14,0.08,0.05,0,8.19,1.59,2375,351.85,783.33,Jogging
0.06,0.08,0.15,0.13,0.09,0.12,0.14,0.13,0.08,0.04,0.11,0.09,0.06,0.12,0.13,0.16,0.07,0.12,0.12,0,0.08,0.08,0.08,0.1,0.14,0.14,0.08,0.13,0.09,0.1,0,8.35,2.19,1575,333.93,1570,Jogging
0.11,0.11,0.12,0.09,0.12,0.09,0.11,0.09,0.11,0.07,0.1,0.08,0.07,0.13,0.13,0.11,0.12,0.11,0.07,0,0.08,0.08,0.1,0.1,0.11,0.12,0.09,0.09,0.13,0.12,0,8.46,2.36,1950,357.69,1350,Jogging
0.09,0.11,0.11,0.1,0.12,0.09,0.15,0.06,0.08,0.11,0.1,0.11,0.06,0.11,0.12,0.1,0.13,0.1,0.07,0,0.1,0.11,0.11,0.06,0.11,0.11,0.09,0.1,0.13,0.1,0,8.48,2,1133.33,481.58,1712.5,Jogging
0.07,0.14,0.09,0.1,0.13,0.12,0.09,0.09,0.09,0.1,0.08,0.12,0.07,0.12,0.12,0.13,0.08,0.11,0.12,0,0.08,0.15,0.08,0.08,0.09,0.11,0.12,0.13,0.1,0.09,0,8.53,1.79,2133.33,397.73,3800,Jogging
0.05,0.09,0.1,0.1,0.13,0.12,0.09,0.11,0.1,0.12,0.1,0.09,0.05,0.16,0.1,0.08,0.14,0.1,0.08,0,0.14,0.13,0.06,0.08,0.1,0.12,0.16,0.05,0.08,0.11,0,8.76,1.41,2950,438.64,1525,Jogging
0.06,0.13,0.1,0.14,0.09,0.07,0.13,0.15,0.09,0.07,0.14,0.08,0.09,0.11,0.06,0.14,0.09,0.1,0.1,0,0.1,0.16,0.09,0.08,0.07,0.08,0.09,0.12,0.14,0.08,0,8.3,1.76,1350,438.64,1925,Jogging
0.07,0.1,0.11,0.16,0.1,0.08,0.1,0.09,0.13,0.07,0.14,0.09,0.07,0.13,0.1,0.11,0.08,0.12,0.07,0,0.1,0.13,0.1,0.1,0.07,0.1,0.12,0.11,0.08,0.11,0,7.89,1.78,1687.5,541.18,1150,Jogging
0.07,0.16,0.12,0.09,0.09,0.11,0.06,0.1,0.09,0.12,0.11,0.08,0.09,0.1,0.11,0.12,0.11,0.11,0.09,0,0.09,0.1,0.1,0.11,0.09,0.06,0.1,0.1,0.14,0.13,0,8.66,2.5,2666.67,457.5,1900,Jogging
0.09,0.06,0.1,0.14,0.11,0.14,0.12,0.11,0.06,0.09,0.09,0.12,0.09,0.13,0.08,0.13,0.12,0.06,0.1,0,0.05,0.13,0.09,0.12,0.09,0.14,0.09,0.08,0.12,0.12,0,8.03,2.37,3500,369.23,1175,Jogging
0.06,0.03,0.06,0.09,0.07,0.16,0.1,0.13,0.12,0.2,0.12,0.07,0.09,0.12,0.12,0.12,0.13,0.08,0.09,0,0.06,0.08,0.12,0.13,0.13,0.11,0.12,0.08,0.08,0.11,0,8.31,1.84,1150,492.5,2866.67,Jogging
0.05,0.09,0.06,0.12,0.13,0.14,0.11,0.09,0.11,0.11,0.09,0.06,0.13,0.07,0.16,0.12,0.1,0.12,0.08,0,0.05,0.08,0.08,0.18,0.13,0.11,0.09,0.1,0.11,0.09,0,8.62,1.99,2325,333.93,1175,Jogging
0.04,0.09,0.08,0.1,0.12,0.13,0.12,0.11,0.13,0.11,0.1,0.06,0.11,0.12,0.13,0.11,0.11,0.08,0.1,0,0.12,0.07,0.11,0.15,0.08,0.11,0.1,0.08,0.1,0.11,0,8.46,1.64,350,450,1325,Jogging
0.12,0.06,0.14,0.1,0.1,0.12,0.1,0.06,0.09,0.14,0.11,0.13,0.09,0.09,0.06,0.09,0.11,0.15,0.12,0,0.1,0.1,0.08,0.08,0.09,0.12,0.14,0.1,0.11,0.09,0,8.62,1.94,988.89,342.59,3825,Jogging
0.12,0.08,0.12,0.14,0.09,0.09,0.1,0.08,0.12,0.08,0.1,0.15,0.1,0.11,0.06,0.1,0.15,0.09,0.09,0,0.09,0.08,0.11,0.08,0.12,0.11,0.09,0.13,0.09,0.12,0,7.8,2.28,1550,372.92,3100,Jogging
0.11,0.12,0.1,0.11,0.09,0.08,0.09,0.13,0.11,0.09,0.11,0.11,0.11,0.09,0.07,0.11,0.1,0.1,0.11,0,0.09,0.11,0.11,0.08,0.12,0.13,0.1,0.09,0.1,0.08,0,8.35,1.55,1150,340.74,1125,Jogging
0.14,0.07,0.11,0.08,0.1,0.1,0.09,0.08,0.1,0.15,0.11,0.11,0.11,0.07,0.09,0.09,0.1,0.12,0.1,0,0.16,0.07,0.11,0.11,0.06,0.12,0.1,0.08,0.1,0.11,0,8.34,1.58,2062.5,376,2233.33,Jogging
0.13,0.08,0.09,0.12,0.08,0.08,0.11,0.11,0.09,0.13,0.09,0.11,0.11,0.1,0.11,0.07,0.11,0.13,0.08,0,0.1,0.12,0.11,0.12,0.06,0.07,0.09,0.12,0.09,0.13,0,8.5,1.88,2000,485,2275,Jogging
0.14,0.13,0.08,0.08,0.1,0.07,0.09,0.12,0.09,0.12,0.08,0.16,0.12,0.08,0.09,0.07,0.08,0.1,0.13,0,0.11,0.1,0.11,0.09,0.12,0.09,0.06,0.14,0.13,0.08,0,8.29,1.61,1875,377.27,4175,Jogging
0.16,0.09,0.11,0.07,0.1,0.09,0.07,0.11,0.12,0.1,0.09,0.13,0.11,0.08,0.1,0.07,0.1,0.08,0.11,0,0.11,0.11,0.11,0.07,0.12,0.08,0.08,0.1,0.13,0.11,0,8.42,1.87,3775,460,3725,Jogging
0.16,0.11,0.08,0.09,0.08,0.07,0.09,0.08,0.12,0.14,0.1,0.08,0.15,0.12,0.07,0.09,0.05,0.09,0.15,0,0.16,0.11,0.11,0.1,0.12,0.08,0.09,0.08,0.09,0.1,0,8.62,0.89,1675,415.91,1912.5,Jogging
0.12,0.11,0.09,0.09,0.1,0.08,0.12,0.09,0.12,0.11,0.12,0.12,0.1,0.07,0.1,0.09,0.1,0.08,0.1,0,0.15,0.09,0.08,0.09,0.13,0.07,0.13,0.06,0.09,0.13,0,8.24,1.58,1100,494.44,1466.67,Jogging
0.14,0.14,0.11,0.05,0.06,0.12,0.08,0.12,0.11,0.1,0.06,0.11,0.15,0.13,0.09,0.08,0.09,0.1,0.1,0,0.12,0.12,0.11,0.09,0.05,0.12,0.07,0.11,0.12,0.11,0,8.24,1.7,4475,511.11,3975,Jogging
0.14,0.12,0.07,0.05,0.1,0.08,0.1,0.14,0.13,0.1,0.09,0.12,0.14,0.09,0.07,0.03,0.14,0.13,0.09,0,0.11,0.09,0.14,0.11,0.09,0.07,0.1,0.12,0.07,0.11,0,8.38,1.7,2100,475,2366.67,Jogging
0.13,0.13,0.06,0.07,0.13,0.08,0.15,0.06,0.12,0.1,0.11,0.09,0.11,0.13,0.06,0.1,0.08,0.11,0.09,0,0.14,0.13,0.08,0.12,0.08,0.09,0.13,0.08,0.07,0.11,0,8.46,1.29,550,430.95,1300,Jogging
0.13,0.1,0.13,0.08,0.07,0.08,0.1,0.11,0.11,0.11,0.09,0.13,0.13,0.08,0.07,0.09,0.11,0.1,0.08,0,0.11,0.11,0.13,0.09,0.11,0.06,0.1,0.1,0.1,0.11,0,8.4,1.66,2675,508.33,1925,Jogging
0.15,0.13,0.07,0.08,0.08,0.07,0.08,0.12,0.09,0.14,0.11,0.09,0.13,0.09,0.1,0.1,0.07,0.1,0.1,0,0.12,0.11,0.11,0.1,0.09,0.08,0.09,0.14,0.1,0.09,0,8.18,1.49,475,445.45,1790,Jogging
