@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40-weka.filters.unsupervised.attribute.Remove-R33-36

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.01,0.01,0.01,0.03,0.1,0.32,0.37,0.17,0,0,0,0.03,0.23,0.38,0.17,0,0.07,0.12,0.01,0,0,0,0.17,0.45,0.32,0.03,0,0.03,0.02,0,0,-0.73,Sitting
0.11,0.04,0.03,0.07,0.15,0.2,0.21,0.22,0,0,0,0.37,0.34,0.07,0.01,0,0.01,0.2,0.01,0,0,0,0.16,0.13,0.15,0.11,0.11,0.11,0.25,0,0,-0.85,Sitting
0.12,0.08,0.07,0.14,0.32,0.21,0.06,0.02,0,0,0,0.01,0.01,0.09,0.14,0,0.29,0.45,0.02,0,0,0,0.03,0.03,0.16,0.16,0.17,0.22,0.25,0,0,-0.64,Sitting
0.04,0.03,0.3,0.33,0.26,0.01,0.03,0.01,0,0,0,0.01,0.02,0.04,0.17,0,0.55,0.23,0,0,0,0,0,0.02,0.03,0.01,0.1,0.35,0.5,0,0,-0.65,Sitting
0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.24,0.58,0,0.01,0.03,0.03,0.04,0,0.03,0.11,0.47,0.28,0.56,0.27,0.11,0.02,0.01,0,0.01,0.01,0.03,0,0,-0.32,Sitting
0.24,0.11,0.03,0.01,0.03,0.02,0.02,0.09,0.42,0.06,0.38,0.12,0.01,0.01,0,0,0,0.01,0.09,0.36,0.04,0.38,0.09,0,0.01,0.01,0.01,0.01,0.11,0.38,0,-1.96,Sitting
0.06,0.12,0.05,0.01,0.01,0,0.01,0,0,0,0.25,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,-0.98,Sitting
0.2,0.07,0.07,0.12,0.08,0.1,0.13,0.05,0.12,0.07,0.03,0.09,0.07,0.06,0.03,0.07,0.19,0.26,0.07,0.14,0.11,0.16,0.12,0.1,0.11,0.09,0.08,0.11,0.08,0.07,0,3.12,Walking
0.04,0.1,0.1,0.15,0.12,0.06,0.18,0.1,0.07,0.08,0.07,0.13,0.13,0.1,0.09,0.08,0.18,0.1,0.1,0.05,0.12,0.08,0.09,0.14,0.11,0.13,0.1,0.11,0.07,0.07,0,0.07,Walking
0.02,0.11,0.13,0.14,0.12,0.1,0.13,0.13,0.05,0.09,0.07,0.15,0.08,0.12,0.1,0.12,0.09,0.15,0.13,0.02,0.09,0.09,0.11,0.13,0.1,0.14,0.16,0.08,0.09,0.03,0,0.1,Walking
0.07,0.13,0.11,0.09,0.13,0.12,0.11,0.09,0.08,0.1,0.1,0.14,0.08,0.11,0.09,0.12,0.1,0.1,0.12,0.06,0.12,0.08,0.13,0.12,0.09,0.11,0.11,0.1,0.08,0.09,0,-0.1,Walking
0.09,0.1,0.14,0.11,0.06,0.08,0.13,0.11,0.1,0.1,0.08,0.11,0.12,0.09,0.14,0.06,0.1,0.08,0.11,0.13,0.15,0.05,0.05,0.07,0.15,0.12,0.14,0.08,0.08,0.14,0,0.73,Walking
0.07,0.09,0.16,0.12,0.08,0.09,0.14,0.11,0.1,0.06,0.1,0.08,0.09,0.05,0.07,0.14,0.19,0.1,0.12,0.08,0.09,0.12,0.11,0.16,0.12,0.08,0.11,0.11,0.08,0.06,0,0.75,Walking
0.07,0.11,0.14,0.09,0.12,0.11,0.11,0.1,0.12,0.06,0.09,0.09,0.12,0.07,0.09,0.12,0.14,0.1,0.1,0.11,0.1,0.1,0.16,0.11,0.12,0.13,0.1,0.07,0.07,0.05,0,0.61,Walking
0.07,0.1,0.15,0.09,0.13,0.1,0.11,0.1,0.1,0.07,0.1,0.14,0.08,0.09,0.09,0.11,0.1,0.06,0.11,0.13,0.09,0.12,0.09,0.14,0.07,0.13,0.09,0.1,0.07,0.13,0,0.36,Walking
0.09,0.05,0.15,0.14,0.11,0.1,0.11,0.08,0.09,0.08,0.1,0.13,0.12,0.12,0.1,0.06,0.11,0.07,0.09,0.12,0.1,0.06,0.13,0.08,0.09,0.1,0.1,0.17,0.08,0.11,0,-0.14,Walking
0.09,0.09,0.1,0.08,0.12,0.09,0.13,0.12,0.1,0.1,0.15,0.08,0.1,0.13,0.1,0.09,0.08,0.09,0.11,0.11,0.1,0.07,0.11,0.11,0.12,0.07,0.11,0.11,0.11,0.11,0,-0.04,Walking
0.09,0.12,0.1,0.09,0.08,0.09,0.11,0.09,0.16,0.08,0.13,0.1,0.12,0.1,0.09,0.08,0.08,0.12,0.13,0.08,0.1,0.14,0.07,0.09,0.07,0.13,0.12,0.11,0.08,0.11,0,-0.02,Walking
0.1,0.09,0.13,0.06,0.1,0.09,0.11,0.09,0.13,0.11,0.1,0.13,0.09,0.13,0.09,0.09,0.08,0.07,0.11,0.13,0.13,0.08,0.09,0.09,0.11,0.08,0.1,0.08,0.13,0.13,0,0.26,Walking
0.12,0.08,0.12,0.09,0.05,0.12,0.16,0.07,0.11,0.09,0.1,0.09,0.09,0.08,0.18,0.09,0.08,0.11,0.1,0.1,0.11,0.1,0.12,0.07,0.09,0.08,0.12,0.11,0.12,0.11,0,0.3,Walking
0.09,0.11,0.07,0.15,0.06,0.13,0.09,0.07,0.09,0.15,0.11,0.11,0.12,0.1,0.11,0.1,0.07,0.07,0.08,0.15,0.1,0.11,0.06,0.1,0.09,0.05,0.16,0.14,0.1,0.11,0,0.21,Walking
0.1,0.12,0.07,0.15,0.1,0.1,0.05,0.08,0.11,0.15,0.12,0.11,0.11,0.06,0.14,0.11,0.08,0.05,0.09,0.15,0.11,0.1,0.08,0.1,0.05,0.13,0.13,0.13,0.06,0.12,0,0.13,Walking
0.11,0.1,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.15,0.1,0.12,0.14,0.08,0.15,0.05,0.1,0.07,0.09,0.14,0.11,0.09,0.1,0.1,0.07,0.12,0.1,0.13,0.09,0.1,0,0.18,Walking
0.1,0.07,0.12,0.12,0.08,0.12,0.08,0.1,0.09,0.14,0.07,0.15,0.1,0.07,0.13,0.09,0.08,0.11,0.12,0.1,0.12,0.08,0.09,0.12,0.09,0.08,0.12,0.12,0.09,0.12,0,0.53,Walking
0.09,0.13,0.1,0.05,0.05,0.12,0.14,0.09,0.1,0.1,0.16,0.06,0.11,0.13,0.1,0.07,0.08,0.06,0.13,0.13,0.11,0.07,0.09,0.08,0.09,0.1,0.11,0.12,0.11,0.15,0,0.02,Walking
0.08,0.13,0.1,0.08,0.1,0.07,0.11,0.12,0.13,0.1,0.13,0.1,0.14,0.09,0.1,0.12,0.05,0.08,0.1,0.12,0.13,0.09,0.04,0.08,0.09,0.08,0.13,0.1,0.14,0.15,0,-0.09,Walking
0.08,0.12,0.09,0.1,0.07,0.12,0.1,0.15,0.03,0.15,0.09,0.11,0.13,0.12,0.08,0.1,0.1,0.06,0.09,0.13,0.13,0.07,0.05,0.09,0.11,0.09,0.1,0.14,0.12,0.13,0,0.32,Walking
0.16,0.06,0.07,0.1,0.09,0.08,0.12,0.11,0.08,0.12,0.13,0.07,0.15,0.08,0.08,0.13,0.06,0.08,0.09,0.15,0.08,0.1,0.07,0.11,0.1,0.1,0.08,0.08,0.17,0.14,0,0.5,Walking
0.12,0.07,0.06,0.16,0.1,0.07,0.07,0.1,0.14,0.12,0.09,0.13,0.11,0.05,0.12,0.15,0.09,0.08,0.06,0.15,0.11,0.09,0.11,0.06,0.11,0.07,0.11,0.14,0.12,0.09,0,0.26,Walking
0.13,0.08,0.07,0.12,0.11,0.1,0.08,0.09,0.12,0.13,0.1,0.1,0.13,0.07,0.13,0.12,0.08,0.07,0.08,0.14,0.11,0.08,0.05,0.11,0.1,0.11,0.12,0.09,0.12,0.13,0,0.33,Walking
0.12,0.12,0.1,0.1,0.09,0.11,0.1,0.09,0.07,0.12,0.1,0.1,0.08,0.1,0.11,0.11,0.12,0.07,0.1,0.14,0.09,0.11,0.06,0.1,0.12,0.08,0.1,0.16,0.08,0.12,0,0.75,Walking
0.1,0.1,0.11,0.07,0.12,0.11,0.1,0.1,0.1,0.11,0.09,0.15,0.11,0.08,0.1,0.11,0.1,0.08,0.06,0.14,0.08,0.11,0.17,0.09,0.08,0.06,0.12,0.09,0.11,0.12,0,0.12,Walking
0.11,0.07,0.12,0.11,0.15,0.09,0.1,0.11,0.08,0.09,0.13,0.09,0.09,0.09,0.12,0.11,0.1,0.07,0.14,0.1,0.05,0.14,0.09,0.14,0.09,0.11,0.13,0.11,0.06,0.11,0,0.3,Walking
0.09,0.11,0.07,0.13,0.07,0.1,0.11,0.12,0.13,0.09,0.08,0.11,0.12,0.09,0.09,0.11,0.13,0.11,0.08,0.11,0.13,0.11,0.08,0.14,0.1,0.06,0.12,0.1,0.08,0.1,0,0.46,Walking
0.1,0.1,0.09,0.13,0.13,0.09,0.11,0.11,0.11,0.06,0.11,0.08,0.12,0.12,0.11,0.08,0.07,0.11,0.1,0.12,0.09,0.1,0.13,0.09,0.14,0.1,0.12,0.06,0.07,0.12,0,0.3,Walking
0.1,0.08,0.09,0.11,0.1,0.11,0.1,0.05,0.16,0.11,0.09,0.13,0.11,0.08,0.09,0.13,0.09,0.07,0.12,0.11,0.09,0.1,0.1,0.1,0.09,0.16,0.08,0.1,0.09,0.1,0,0.19,Walking
0.1,0.09,0.11,0.13,0.11,0.1,0.08,0.09,0.08,0.14,0.12,0.08,0.11,0.1,0.14,0.07,0.1,0.07,0.1,0.14,0.11,0.11,0.06,0.1,0.1,0.09,0.13,0.11,0.06,0.16,0,0.39,Walking
0.1,0.12,0.1,0.09,0.1,0.1,0.1,0.14,0.09,0.09,0.11,0.13,0.1,0.07,0.08,0.12,0.12,0.07,0.08,0.13,0.08,0.11,0.1,0.09,0.1,0.12,0.08,0.09,0.12,0.13,0,0.09,Walking
0.09,0.09,0.1,0.1,0.09,0.14,0.09,0.07,0.13,0.1,0.11,0.13,0.08,0.08,0.11,0.09,0.14,0.06,0.12,0.09,0.06,0.16,0.1,0.1,0.08,0.13,0.06,0.12,0.08,0.13,0,0.04,Walking
0.1,0.11,0.11,0.1,0.13,0.09,0.1,0.07,0.11,0.1,0.09,0.1,0.1,0.13,0.13,0.08,0.09,0.1,0.1,0.11,0.11,0.12,0.11,0.08,0.09,0.1,0.1,0.09,0.11,0.11,0,0.33,Walking
0.11,0.09,0.1,0.11,0.11,0.11,0.08,0.07,0.12,0.13,0.13,0.09,0.09,0.17,0.07,0.1,0.07,0.1,0.09,0.11,0.13,0.08,0.1,0.14,0.08,0.11,0.09,0.12,0.07,0.11,0,-0.2,Walking
0.09,0.13,0.1,0.09,0.11,0.12,0.1,0.09,0.09,0.11,0.12,0.08,0.07,0.13,0.12,0.09,0.1,0.1,0.13,0.09,0.09,0.07,0.08,0.15,0.1,0.1,0.1,0.09,0.11,0.13,0,0.45,Walking
0.08,0.12,0.1,0.13,0.12,0.07,0.1,0.13,0.11,0.07,0.09,0.08,0.08,0.12,0.07,0.12,0.15,0.06,0.12,0.12,0.09,0.08,0.16,0.14,0.1,0.15,0.08,0.1,0.07,0.06,0,0.94,Walking
0.1,0.08,0.12,0.1,0.11,0.1,0.15,0.13,0.1,0.04,0.09,0.1,0.08,0.09,0.08,0.12,0.13,0.15,0.08,0.11,0.08,0.11,0.14,0.12,0.15,0.1,0.1,0.07,0.08,0.08,0,0.69,Walking
0.12,0.09,0.1,0.13,0.1,0.13,0.11,0.11,0.08,0.06,0.11,0.08,0.11,0.1,0.07,0.14,0.08,0.14,0.08,0.1,0.07,0.16,0.17,0.09,0.09,0.11,0.08,0.09,0.07,0.08,0,0.37,Walking
0.11,0.1,0.12,0.1,0.1,0.08,0.13,0.1,0.09,0.09,0.09,0.11,0.09,0.09,0.08,0.1,0.16,0.1,0.06,0.14,0.06,0.12,0.13,0.12,0.1,0.12,0.1,0.06,0.11,0.1,0,0.46,Walking
0.11,0.11,0.11,0.09,0.11,0.12,0.07,0.09,0.12,0.08,0.1,0.13,0.1,0.07,0.09,0.13,0.1,0.1,0.12,0.08,0.05,0.12,0.11,0.15,0.13,0.1,0.15,0.06,0.1,0.06,0,0.16,Walking
0.09,0.11,0.11,0.08,0.13,0.12,0.08,0.11,0.09,0.1,0.09,0.12,0.11,0.09,0.07,0.12,0.11,0.12,0.12,0.08,0.13,0.07,0.1,0.11,0.1,0.15,0.1,0.05,0.1,0.11,0,0.38,Walking
0.11,0.1,0.08,0.08,0.15,0.12,0.07,0.08,0.12,0.11,0.12,0.1,0.11,0.1,0.1,0.12,0.07,0.09,0.13,0.08,0.12,0.11,0.09,0.09,0.12,0.1,0.11,0.1,0.06,0.11,0,0.14,Walking
0.09,0.14,0.09,0.07,0.09,0.11,0.14,0.09,0.11,0.08,0.08,0.11,0.11,0.1,0.12,0.08,0.13,0.07,0.13,0.08,0.12,0.08,0.09,0.14,0.1,0.11,0.07,0.09,0.14,0.09,0,0.5,Walking
0.12,0.14,0.07,0.06,0.08,0.14,0.12,0.13,0.1,0.05,0.1,0.08,0.09,0.12,0.12,0.14,0.06,0.1,0.14,0.06,0.12,0.08,0.13,0.09,0.1,0.12,0.1,0.04,0.16,0.08,0,0.41,Walking
0.11,0.09,0.15,0.06,0.07,0.1,0.11,0.14,0.1,0.09,0.11,0.09,0.1,0.12,0.13,0.08,0.09,0.12,0.11,0.07,0.1,0.14,0.1,0.1,0.09,0.12,0.07,0.11,0.12,0.07,0,0.3,Walking
0.13,0.13,0.08,0.09,0.09,0.11,0.08,0.09,0.11,0.12,0.14,0.06,0.1,0.11,0.13,0.08,0.1,0.14,0.07,0.11,0.08,0.13,0.1,0.12,0.08,0.1,0.1,0.11,0.12,0.09,0,0.38,Walking
0.1,0.12,0.12,0.11,0.08,0.09,0.1,0.1,0.1,0.11,0.1,0.09,0.12,0.06,0.1,0.13,0.1,0.14,0.12,0.07,0.07,0.12,0.15,0.09,0.08,0.12,0.08,0.1,0.15,0.06,0,0.56,Walking
0.13,0.12,0.09,0.1,0.09,0.09,0.12,0.09,0.08,0.11,0.12,0.09,0.09,0.13,0.09,0.11,0.09,0.09,0.11,0.1,0.1,0.11,0.08,0.11,0.09,0.08,0.13,0.13,0.07,0.12,0,0.33,Walking
0.17,0.12,0.07,0.06,0.05,0.09,0.09,0.11,0.17,0.1,0.1,0.12,0.09,0.1,0.09,0.09,0.08,0.13,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.13,0.07,0.11,0.15,0.09,0,0.71,Walking
0.13,0.1,0.08,0.11,0.06,0.08,0.13,0.1,0.13,0.11,0.12,0.06,0.13,0.11,0.12,0.06,0.11,0.12,0.1,0.11,0.12,0.08,0.16,0.08,0.08,0.1,0.1,0.03,0.14,0.14,0,0.58,Walking
0.11,0.14,0.08,0.07,0.1,0.09,0.09,0.12,0.11,0.09,0.11,0.1,0.11,0.08,0.13,0.12,0.07,0.08,0.1,0.12,0.1,0.14,0.06,0.07,0.12,0.09,0.09,0.11,0.16,0.08,0,0.28,Walking
0.1,0.13,0.08,0.07,0.12,0.12,0.06,0.13,0.14,0.07,0.1,0.1,0.13,0.08,0.17,0.09,0.08,0.07,0.09,0.12,0.09,0.04,0.07,0.1,0.08,0.15,0.08,0.15,0.15,0.11,0,0.21,Walking
0.12,0.1,0.11,0.07,0.12,0.12,0.08,0.11,0.09,0.11,0.07,0.09,0.11,0.11,0.1,0.13,0.1,0.11,0.1,0.11,0.15,0.07,0.06,0.1,0.09,0.11,0.1,0.13,0.1,0.12,0,0.84,Walking
0.13,0.07,0.12,0.06,0.1,0.12,0.1,0.14,0.09,0.08,0.09,0.13,0.08,0.13,0.08,0.14,0.05,0.13,0.14,0.05,0.12,0.08,0.12,0.08,0.1,0.08,0.09,0.09,0.14,0.13,0,0.13,Walking
0.12,0.12,0.07,0.08,0.1,0.11,0.11,0.12,0.1,0.07,0.13,0.1,0.06,0.1,0.14,0.08,0.09,0.09,0.14,0.08,0.13,0.08,0.11,0.08,0.12,0.14,0.09,0.08,0.09,0.11,0,0.32,Walking
0.12,0.12,0.09,0.1,0.1,0.12,0.08,0.09,0.1,0.08,0.07,0.11,0.1,0.15,0.1,0.09,0.1,0.11,0.12,0.07,0.12,0.1,0.06,0.09,0.13,0.1,0.12,0.11,0.09,0.1,0,0.51,Walking
0.09,0.12,0.08,0.11,0.12,0.11,0.1,0.07,0.12,0.11,0.12,0.09,0.09,0.09,0.09,0.13,0.09,0.16,0.09,0.08,0.06,0.13,0.1,0.15,0.05,0.09,0.12,0.12,0.08,0.13,0,0.22,Walking
0.14,0.08,0.09,0.12,0.1,0.1,0.08,0.07,0.09,0.15,0.12,0.07,0.1,0.12,0.07,0.1,0.1,0.14,0.08,0.13,0.1,0.09,0.06,0.1,0.13,0.09,0.09,0.11,0.17,0.09,0,0.86,Walking
0.12,0.06,0.1,0.1,0.11,0.11,0.13,0.12,0.09,0.09,0.09,0.08,0.09,0.11,0.09,0.09,0.12,0.17,0.11,0.07,0.1,0.11,0.16,0.1,0.11,0.07,0.1,0.1,0.11,0.07,0,0.88,Walking
0.08,0.11,0.09,0.1,0.15,0.12,0.06,0.1,0.11,0.1,0.11,0.12,0.08,0.09,0.06,0.14,0.11,0.13,0.11,0.08,0.09,0.11,0.14,0.1,0.1,0.09,0.11,0.1,0.1,0.08,0,0.23,Walking
0.04,0.13,0.13,0.15,0.09,0.05,0.13,0.15,0.11,0.05,0.07,0.09,0.1,0.15,0.08,0.1,0.23,0.1,0.05,0.05,0.09,0.16,0.14,0.1,0.07,0.11,0.09,0.09,0.09,0.09,0,0.11,Walking
0,0.02,0.07,0.12,0.13,0.05,0.04,0.03,0.03,0.02,0.01,0.05,0.05,0.09,0.05,0.08,0.1,0.08,0.01,0,0.02,0.03,0.06,0.05,0.12,0.06,0.04,0.06,0.05,0.03,0,0.07,Walking
0.05,0.06,0.09,0.15,0.08,0.14,0.14,0.16,0.09,0.06,0.01,0.05,0.06,0.1,0.08,0.08,0.08,0.12,0.18,0.25,0.03,0.06,0.07,0.11,0.09,0.14,0.07,0.18,0.15,0.12,0,4.67,Upstairs
0.09,0.02,0.04,0.07,0.38,0.17,0.08,0.06,0.03,0.07,0.06,0.08,0.04,0.09,0.2,0.2,0.14,0.05,0.06,0.1,0.05,0.05,0.05,0.05,0.08,0.11,0.25,0.16,0.13,0.1,0,2.44,Upstairs
0.09,0.15,0.11,0.11,0.06,0.07,0.1,0.1,0.13,0.1,0.15,0.1,0.13,0.07,0.11,0.09,0.13,0.08,0.11,0.05,0.13,0.1,0.1,0.15,0.1,0.07,0.09,0.07,0.11,0.1,0,1.22,Upstairs
0.12,0.12,0.12,0.09,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.13,0.11,0.09,0.1,0.11,0.11,0.12,0.05,0.1,0.12,0.1,0.12,0.1,0.09,0.1,0.11,0.07,0.12,0,1.6,Upstairs
0.13,0.13,0.1,0.1,0.05,0.08,0.08,0.08,0.11,0.17,0.09,0.13,0.1,0.12,0.09,0.07,0.11,0.13,0.09,0.08,0.13,0.11,0.12,0.11,0.1,0.12,0.11,0.09,0.05,0.09,0,1.66,Upstairs
0.11,0.11,0.14,0.1,0.03,0.09,0.1,0.11,0.14,0.09,0.11,0.11,0.14,0.1,0.08,0.1,0.11,0.11,0.06,0.1,0.12,0.11,0.13,0.1,0.16,0.1,0.05,0.06,0.1,0.09,0,1.68,Upstairs
0.12,0.13,0.12,0.08,0.03,0.07,0.11,0.12,0.11,0.14,0.12,0.14,0.13,0.09,0.08,0.07,0.07,0.12,0.11,0.09,0.15,0.13,0.12,0.12,0.1,0.09,0.05,0.06,0.11,0.1,0,1.69,Upstairs
0,0.01,0.01,0.03,0.02,0.02,0.02,0,0.02,0.01,0.06,0,0.02,0.02,0.02,0,0.01,0,0.01,0,0.02,0.04,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0,-0.33,Upstairs
0.01,0.01,0.01,0.03,0.02,0.03,0.14,0.19,0.31,0,0,0.01,0.02,0.05,0.13,0.15,0.12,0.16,0.19,0,0.03,0.05,0.08,0.1,0.09,0.13,0.1,0.15,0.13,0,0,8.77,Downstairs
0.01,0.02,0.02,0.02,0.05,0.04,0.1,0.25,0.23,0,0.01,0.01,0.03,0.03,0.06,0.13,0.17,0.18,0.18,0,0.02,0.04,0.13,0.13,0.11,0.12,0.1,0.11,0.15,0,0,9.31,Downstairs
0.16,0.1,0.1,0.14,0.16,0.1,0.07,0.09,0.05,0,0.09,0.14,0.14,0.11,0.1,0.09,0.07,0.08,0.09,0,0.09,0.06,0.07,0.07,0.07,0.08,0.15,0.1,0.13,0,0,4.35,Downstairs
0.13,0.16,0.19,0.15,0.14,0.12,0.09,0.03,0.01,0,0.19,0.15,0.13,0.15,0.08,0.09,0.08,0.08,0.06,0,0.17,0.15,0.11,0.11,0.11,0.09,0.06,0.06,0.11,0,0,1.8,Downstairs
0.13,0.14,0.14,0.15,0.13,0.2,0.1,0.02,0.01,0,0.16,0.17,0.14,0.13,0.13,0.07,0.07,0.07,0.07,0,0.15,0.15,0.11,0.1,0.14,0.13,0.07,0.08,0.05,0,0,2.07,Downstairs
0.18,0.18,0.14,0.12,0.12,0.14,0.11,0.03,0.02,0,0.17,0.14,0.15,0.15,0.11,0.08,0.1,0.05,0.03,0,0.15,0.18,0.1,0.11,0.1,0.07,0.13,0.11,0.05,0,0,1.87,Downstairs
0,0.01,0.02,0.02,0.01,0,0.01,0,0,0,0,0,0,0.01,0.02,0,0.01,0.02,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.01,0,0,0.3,Downstairs
0.3,0.17,0.13,0.11,0.09,0.09,0.05,0.06,0.01,0.01,0,0.02,0.01,0.06,0.09,0.1,0.13,0.12,0.19,0.3,0.04,0.05,0.06,0.1,0.1,0.12,0.12,0.16,0.12,0.16,0,9.45,Upstairs
0.16,0.17,0.09,0.09,0.16,0.1,0.1,0.07,0.08,0,0,0,0,0.02,0.13,0.15,0.14,0.18,0.22,0.19,0.03,0.07,0.05,0.14,0.15,0.14,0.15,0.1,0.11,0.08,0,8.87,Upstairs
0.12,0.16,0.1,0.1,0.08,0.09,0.09,0.08,0.09,0.1,0.02,0.01,0.04,0.11,0.12,0.14,0.1,0.18,0.15,0.14,0.07,0.11,0.14,0.08,0.13,0.09,0.12,0.08,0.11,0.1,0,6.98,Upstairs
0.01,0.04,0.11,0.1,0.09,0.11,0.13,0.13,0.16,0.15,0.17,0.17,0.2,0.16,0.07,0.09,0.1,0.05,0.01,0,0.14,0.13,0.14,0.14,0.06,0.05,0.07,0.1,0.08,0.11,0,-0.04,Upstairs
0.02,0.03,0.09,0.11,0.1,0.13,0.11,0.12,0.13,0.19,0.2,0.21,0.18,0.13,0.1,0.08,0.06,0.05,0.02,0,0.14,0.14,0.13,0.09,0.1,0.11,0.07,0.05,0.08,0.11,0,-0.65,Upstairs
0.02,0.05,0.12,0.12,0.09,0.12,0.08,0.11,0.13,0.17,0.23,0.19,0.14,0.1,0.12,0.06,0.11,0.04,0.03,0.01,0.2,0.14,0.1,0.1,0.07,0.08,0.06,0.13,0.1,0.05,0,-0.53,Upstairs
0,0,0,0,0.01,0,0.07,0.06,0.03,0,0.01,0.02,0.07,0.05,0,0.01,0,0,0,0,0,0,0,0,0.01,0.03,0.02,0.06,0.04,0.02,0,-0.13,Upstairs
0.01,0.03,0.07,0.05,0.12,0.12,0.15,0.18,0.17,0.12,0.03,0.04,0.09,0.1,0.14,0.17,0.13,0.14,0.1,0.09,0.06,0.07,0.09,0.12,0.12,0.13,0.15,0.1,0.1,0.1,0,8.88,Downstairs
0,0.04,0.08,0.12,0.14,0.12,0.1,0.11,0.12,0.18,0.01,0.1,0.09,0.13,0.09,0.13,0.07,0.13,0.13,0.12,0.08,0.07,0.11,0.09,0.14,0.06,0.11,0.1,0.11,0.15,0,9.03,Downstairs
0,0.03,0.13,0.14,0.12,0.12,0.1,0.09,0.15,0.13,0.01,0.07,0.11,0.13,0.11,0.09,0.13,0.12,0.13,0.13,0.05,0.1,0.14,0.14,0.07,0.14,0.08,0.11,0.1,0.08,0,9.07,Downstairs
0.03,0.09,0.11,0.11,0.11,0.12,0.09,0.1,0.12,0.14,0.03,0.1,0.13,0.11,0.08,0.04,0.12,0.13,0.15,0.11,0.12,0.12,0.12,0.06,0.11,0.11,0.1,0.1,0.13,0.06,0,8.97,Downstairs
0.04,0.07,0.11,0.14,0.09,0.15,0.18,0.09,0.09,0.06,0.01,0.1,0.1,0.11,0.11,0.15,0.1,0.09,0.09,0.14,0.15,0.12,0.11,0.11,0.09,0.09,0.11,0.08,0.07,0.09,0,8.95,Downstairs
0.36,0.23,0.14,0.08,0.04,0.02,0.05,0.06,0.02,0.02,0.33,0.14,0.1,0.04,0.09,0.09,0.08,0.05,0.05,0.06,0.13,0.09,0.08,0.09,0.08,0.07,0.08,0.13,0.11,0.14,0,4.56,Downstairs
0.21,0.16,0.03,0.01,0,0,0,0,0,0,0.22,0.1,0.02,0.04,0.02,0,0.01,0,0,0,0.06,0.05,0.02,0.06,0.04,0.04,0.04,0.05,0.02,0.04,0,0.66,Downstairs
0.45,0.13,0.13,0.09,0.05,0.02,0.04,0.03,0.05,0.03,0,0,0,0,0.01,0.04,0.12,0.13,0.19,0.49,0,0.01,0.04,0.03,0.04,0.08,0.1,0.15,0.27,0.3,0,9.38,Upstairs
0.12,0.08,0.1,0.1,0.09,0.07,0.04,0.1,0.13,0.17,0.07,0.06,0.13,0.09,0.08,0.13,0.08,0.09,0.15,0.14,0.08,0.1,0.03,0.09,0.07,0.12,0.1,0.12,0.14,0.15,0,2.12,Upstairs
0,0.09,0.11,0.12,0.14,0.14,0.1,0.15,0.1,0.09,0.09,0.08,0.11,0.17,0.17,0.17,0.1,0.09,0.03,0.02,0.07,0.12,0.17,0.13,0.1,0.08,0.13,0.08,0.08,0.05,0,-0.44,Upstairs
0.01,0.05,0.07,0.1,0.2,0.2,0.15,0.09,0.08,0.07,0.07,0.11,0.13,0.16,0.16,0.16,0.06,0.13,0.03,0.01,0.11,0.08,0.08,0.14,0.18,0.17,0.1,0.1,0.04,0.02,0,-0.58,Upstairs
0.01,0.08,0.08,0.11,0.1,0.16,0.15,0.12,0.11,0.1,0.1,0.13,0.14,0.14,0.13,0.11,0.11,0.09,0.07,0.01,0.07,0.11,0.12,0.1,0.16,0.12,0.08,0.12,0.08,0.05,0,-0.69,Upstairs
0.02,0.11,0.14,0.13,0.09,0.05,0.14,0.11,0.1,0.13,0.14,0.17,0.13,0.07,0.06,0.06,0.15,0.11,0.11,0.03,0.14,0.14,0.16,0.13,0.08,0.07,0.09,0.09,0.06,0.07,0,-0.38,Upstairs
