@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute XABSOLDEV numeric
@attribute YABSOLDEV numeric
@attribute ZABSOLDEV numeric
@attribute XSTANDDEV numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.03,0.06,0.08,0.14,0.11,0.08,0.13,0.13,0.17,0,0.09,0.13,0.12,0.14,0.14,0.08,0.1,0.11,0.06,0,0.12,0.08,0.1,0.11,0.11,0.13,0.16,0.09,0.07,0,0,7.29,-0.76,2237.5,1900,4475,7.48,2.14,1.65,8.11,Upstairs
0.04,0.04,0.1,0.11,0.12,0.13,0.1,0.16,0.12,0,0.15,0.08,0.12,0.11,0.12,0.13,0.1,0.07,0.09,0,0.08,0.1,0.09,0.12,0.11,0.15,0.11,0.1,0.08,0,0,7.26,-0.45,1450,2025,1700,7.38,2.27,1.81,8.06,Upstairs
0.08,0.07,0.13,0.05,0.11,0.14,0.1,0.12,0.1,0,0.1,0.14,0.13,0.11,0.1,0.09,0.09,0.09,0.1,0,0.08,0.13,0.1,0.15,0.1,0.12,0.08,0.12,0.06,0,0,7.56,-0.66,1850,675,900,7.06,2.43,1.75,7.88,Upstairs
0.06,0.12,0.07,0.04,0.02,0,0.01,0,0,0,0,0,0.01,0.03,0.02,0.03,0.05,0.08,0.07,0,0.01,0.02,0,0.01,0.02,0,0.03,0.05,0.08,0,0,2.82,0.6,616.67,550,275,1.05,1.97,0.74,3.86,Upstairs
0.01,0.02,0.07,0,0,0.11,0,0.26,0,0.54,0.02,0.38,0,0,0,0,0,0.53,0,0.08,0.67,0.25,0,0.05,0,0.03,0,0,0.02,0,0,9.91,0.19,298.39,321.67,125,1.06,0.02,0.04,1.07,Standing
0.15,0.08,0.2,0,0,0.23,0,0.17,0,0.18,0.03,0.18,0,0,0,0,0,0.61,0,0.19,0.13,0.13,0,0.25,0,0.29,0,0,0.17,0.04,0,9.92,0.28,900,359.62,1470,0.99,0.02,0.05,0.99,Standing
0.02,0.04,0.2,0,0,0.38,0,0.3,0,0.08,0,0.12,0,0,0,0,0,0.72,0,0.17,0.01,0.05,0,0.27,0,0.44,0,0,0.21,0.03,0,9.92,0.3,350,371.15,850,1,0.01,0.03,1,Standing
0,0.05,0.28,0,0,0.42,0,0.21,0,0.05,0.01,0.08,0,0,0,0,0,0.67,0,0.25,0,0.03,0,0.24,0,0.35,0,0,0.31,0.08,0,9.93,0.31,338.89,342.31,1000,0.99,0.02,0.03,0.99,Standing
0.03,0.15,0.32,0,0,0.35,0,0.14,0,0.03,0.01,0.18,0,0,0,0,0,0.65,0,0.17,0.01,0.06,0,0.21,0,0.41,0,0,0.26,0.08,0,9.92,0.31,298.39,581.25,1106.25,0.97,0.01,0.03,0.98,Standing
0.01,0.03,0.06,0,0,0.21,0,0.32,0,0.38,0,0.24,0,0,0,0,0,0.56,0,0.2,0.01,0.02,0,0.17,0,0.32,0,0,0.33,0.17,0,9.92,0.32,313.46,287.88,515.63,1.04,0.02,0.03,1.05,Standing
0.01,0.02,0.03,0,0,0.13,0,0.43,0,0.4,0,0.05,0,0,0,0,0,0.67,0,0.29,0,0.02,0,0.11,0,0.33,0,0,0.36,0.19,0,9.93,0.33,252.78,450,413.04,1.05,0.02,0.03,1.05,Standing
0.03,0.09,0.15,0,0,0.3,0,0.28,0,0.17,0.01,0.09,0,0,0,0,0,0.56,0,0.35,0,0.02,0,0.24,0,0.39,0,0,0.24,0.12,0,9.93,0.31,384.38,452.38,664.29,1.01,0.02,0.03,1.01,Standing
0.18,0.11,0.23,0,0,0.14,0,0.22,0,0.13,0.01,0.12,0,0,0,0,0,0.55,0,0.34,0,0.01,0,0.03,0,0.16,0,0,0.31,0.5,0,9.93,0.36,521.88,327.78,520.59,0.98,0.02,0.03,0.98,Standing
0.1,0.13,0.15,0,0,0.18,0,0.12,0,0.14,0.01,0.23,0,0,0,0,0,0.38,0,0.2,0,0.01,0,0.02,0,0.1,0,0,0.24,0.44,0,7.99,0.3,1133.33,279.63,1216.67,0.8,1.56,0.06,0.99,Standing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.5,0.49,0.16,0.08,0.09,0.2,0.47,0.01,0,0.01,0,0,0,5.12,8.54,210,865,321.67,0.8,0.34,0.25,0.92,Sitting
0,0,0,0,0,0.01,0.01,0.2,0.62,0.18,0.03,0.02,0.04,0.11,0.04,0.16,0.26,0.09,0.27,0.02,0,0,0,0.01,0.21,0.13,0.24,0.22,0.09,0.12,0,4.05,9.2,1516.67,325,208.7,0.28,0.4,0.19,0.35,Sitting
0,0,0,0,0.02,0.01,0,0.12,0.07,0.8,0,0,0,0,0,0.02,0.03,0.04,0.45,0.47,0.01,0.07,0.28,0.21,0.29,0.11,0.02,0.01,0.01,0.03,0,4.97,8.64,1300,666.67,663.64,0.64,0.36,0.25,0.76,Sitting
0,0,0,0,0,0,0,0,0.03,0.98,0,0,0,0,0,0,0,0,0.4,0.6,0.05,0.06,0.14,0.4,0.37,0,0,0,0,0,0,5.1,8.57,433.33,380,248.72,0.33,0.23,0.16,0.47,Sitting
0,0,0,0,0.01,0.01,0.01,0.03,0.56,0.39,0,0,0.01,0.03,0.01,0.01,0.31,0.24,0.07,0.35,0.06,0.19,0.07,0.04,0.03,0.07,0.32,0.18,0.01,0.05,0,4.59,8.89,1316.67,275,311.9,0.46,0.68,0.47,0.61,Sitting
0,0,0,0,0,0,0,0.04,0.46,0.51,0,0,0,0,0,0.17,0.2,0.38,0.13,0.13,0,0,0,0.2,0.05,0.2,0.2,0.15,0.15,0.06,0,4.24,9.11,350,250,308.06,0.35,0.35,0.23,0.48,Sitting
0,0,0,0,0,0,0,0.28,0.26,0.47,0,0,0.02,0.24,0.1,0.07,0.1,0.02,0.46,0.01,0,0,0,0.05,0.41,0.02,0.05,0.08,0.05,0.35,0,4.19,9.12,200,329.17,353.85,0.4,0.52,0.32,0.43,Sitting
0,0,0,0,0,0,0,0.01,0.02,0.97,0,0,0,0,0,0.01,0.02,0.02,0.51,0.46,0,0.01,0.02,0.27,0.61,0.08,0.01,0.01,0.01,0.01,0,4.89,8.74,275,422.22,254.05,0.44,0.16,0.11,0.49,Sitting
0,0,0,0,0,0,0,0,0.24,0.77,0,0,0,0,0,0,0,0.41,0.59,0,0,0,0,0,0.04,0.84,0.13,0,0,0,0,4.36,9.08,427.78,323.08,276.56,0.09,0.07,0.06,0.11,Sitting
0,0,0,0,0,0,0,0.01,0.91,0.08,0,0,0,0,0,0,0.01,0.85,0.15,0,0,0,0,0,0,0.58,0.34,0.08,0.01,0,0,4.28,9.17,4625,332.14,265.71,0.09,0.06,0.06,0.12,Sitting
0,0,0,0,0,0,0,0.03,0.91,0.07,0,0,0,0,0,0,0.01,0.87,0.13,0,0,0,0,0,0,0.24,0.69,0.08,0,0,0,4.24,9.21,550,340.38,278.33,0.14,0.06,0.06,0.16,Sitting
0,0,0,0,0,0,0.01,0.08,0.88,0.04,0,0.02,0.01,0.03,0.01,0.02,0.05,0.87,0.01,0,0,0,0,0,0.01,0.19,0.62,0.08,0.01,0.1,0,4.16,9.25,3725,390.91,251.32,0.14,0.11,0.07,0.21,Sitting
0,0,0,0.01,0.15,0.67,0.02,0.08,0.07,0.02,0.02,0.01,0.1,0.71,0.03,0.07,0.05,0.02,0.01,0,0,0,0,0,0.01,0.01,0.02,0.03,0.06,0.89,0,3.56,9.46,1840.901477,437.5,287.5,1.19,0.11,0.05,1.25,Sitting
0.01,0.01,0.04,0.15,0.12,0.23,0.02,0.03,0.05,0.36,0.03,0.02,0.02,0.17,0.02,0,0.01,0.01,0.01,0.73,0.71,0.01,0,0.01,0,0.03,0,0.01,0.01,0.24,0,7.74,4.4,2250,422.22,230,1.47,2.42,3.19,1.77,Sitting
0.01,0,0.01,0.06,0.21,0.23,0.15,0.18,0.06,0.11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.81,1.27,275,200,2300,1.16,0.27,0.74,1.43,Sitting
0.02,0.01,0.02,0.25,0.24,0.13,0.06,0.13,0.06,0.1,0,0.01,0,0,0,0,0,0,0,0.99,1,0.01,0,0,0,0,0,0,0,0,0,9.68,1.54,2400,3125,3800,1.68,0.86,1.32,2.01,Sitting
0,0.01,0.04,0.02,0.02,0.02,0.01,0.06,0.43,0.41,0.02,0.01,0.02,0.14,0.05,0.1,0.18,0.12,0.22,0.16,0.14,0.01,0,0,0.2,0.14,0.06,0.1,0.07,0.3,0,4.77,8.29,350,250,650,0.7,1.3,1.64,1.19,Sitting
0,0,0,0,0,0,0,0.04,0.63,0.34,0,0,0,0.12,0.1,0.12,0.29,0.19,0.2,0,0,0,0,0.02,0.16,0.14,0.24,0.15,0.11,0.2,0,4.05,9.2,400,443.75,210.87,0.27,0.28,0.19,0.38,Sitting
0,0,0,0.01,0.03,0.25,0.44,0.1,0.1,0.09,0.05,0.02,0.02,0.08,0.13,0.53,0.15,0.04,0.01,0,0,0,0,0.02,0.02,0.01,0.09,0.42,0.19,0.26,0,3.71,9.39,350,1660,1750,0.87,0.2,0.13,0.93,Sitting
0,0,0,0,0,0.41,0.59,0,0,0,0,0,0,0.02,0.16,0.38,0.44,0.01,0,0,0,0,0,0,0,0,0.1,0.57,0.15,0.18,0,3.82,9.35,1840.901477,428.95,284.85,0.96,0.06,0.05,0.96,Sitting
0,0,0,0,0,0.27,0.73,0.01,0,0,0,0,0,0.06,0.44,0.5,0.01,0,0,0,0,0,0,0,0,0,0.01,0.45,0.41,0.14,0,3.74,9.37,1840.901477,290.91,316.13,0.94,0.04,0.03,0.95,Sitting
0,0,0,0,0,0.36,0.63,0.01,0,0,0,0,0.01,0.02,0.26,0.69,0.04,0,0,0,0,0,0,0,0,0.01,0.08,0.51,0.32,0.1,0,3.76,9.35,1840.901477,300,284.85,0.96,0.03,0.04,0.96,Sitting
0,0,0,0,0,0.04,0.51,0.46,0,0,0,0,0,0.07,0.55,0.38,0.01,0,0,0,0,0,0,0,0,0,0,0.23,0.4,0.38,0,3.73,9.39,1840.901477,337.93,388,0.84,0.03,0.04,0.84,Sitting
0,0,0,0,0,0.15,0.59,0.26,0,0,0,0,0.01,0.19,0.39,0.32,0.1,0,0,0,0,0,0,0,0,0,0.01,0.12,0.29,0.59,0,3.73,9.42,1840.901477,327.59,316.13,0.88,0.07,0.05,0.88,Sitting
0,0,0,0,0,0.2,0.75,0.06,0,0,0,0,0.01,0.11,0.55,0.31,0.04,0,0,0,0,0,0,0,0,0,0.02,0.21,0.29,0.49,0,3.72,9.4,1840.901477,326.79,296.97,0.93,0.05,0.05,0.93,Sitting
0,0,0,0,0,0.05,0.69,0.26,0.01,0,0,0.01,0.01,0.06,0.13,0.75,0.04,0.01,0.01,0,0,0,0,0.01,0,0.01,0,0.24,0.35,0.41,0,3.76,9.39,1840.901477,542.86,257.89,0.85,0.05,0.05,0.86,Sitting
0,0,0,0,0,0.07,0.41,0.53,0,0,0,0,0,0.02,0.26,0.7,0.03,0,0,0,0,0,0,0,0,0,0,0.11,0.31,0.58,0,3.76,9.41,1840.901477,275.71,290.91,0.82,0.03,0.04,0.83,Sitting
0,0,0,0,0,0.03,0.66,0.32,0,0,0,0,0,0,0.12,0.87,0.01,0,0,0,0,0,0,0,0,0,0.01,0.19,0.45,0.36,0,3.77,9.39,1840.901477,335.71,290.32,0.86,0.02,0.03,0.86,Sitting
0,0,0,0,0,0,0.88,0.12,0,0,0,0,0,0,0.24,0.76,0,0,0,0,0,0,0,0,0,0,0,0.16,0.5,0.35,0,3.76,9.39,1840.901477,270,296.97,0.85,0.02,0.03,0.85,Sitting
0,0,0,0,0,0.02,0.25,0.73,0,0,0,0,0,0.01,0.14,0.85,0.02,0,0,0,0,0,0,0,0,0,0,0.11,0.34,0.56,0,3.77,9.41,1840.901477,334.48,254.05,0.8,0.02,0.03,0.8,Sitting
0,0,0,0,0.02,0.11,0.15,0.72,0.01,0,0.01,0,0.01,0.02,0.08,0.36,0.48,0.06,0,0,0,0,0,0,0,0.03,0.11,0.33,0.28,0.27,0,3.85,9.36,1840.901477,341.18,270.59,0.81,0.1,0.06,0.83,Sitting
0,0,0.02,0.18,0.35,0.24,0.06,0.08,0.02,0.08,0.12,0.08,0.13,0.08,0.05,0.05,0.13,0.12,0.17,0.1,0.05,0.01,0.04,0.04,0.1,0.13,0.12,0.11,0.06,0.38,0,3.95,9.22,3725,2725,1062.5,1.56,0.63,0.39,1.71,Sitting
0,0,0,0.02,0.24,0.29,0.08,0.28,0.08,0.02,0,0,0,0,0,0,0.01,0.07,0.64,0.29,0,0,0.01,0.07,0.49,0.43,0,0,0,0,0,4.74,8.9,1840.901477,420.83,293.94,1.06,0.28,0.12,1.18,Sitting
0,0,0,0.01,0.36,0.34,0.17,0.11,0.02,0,0,0,0,0,0,0,0.01,0.05,0.69,0.26,0,0,0,0.04,0.82,0.14,0.01,0,0,0,0,4.78,8.85,1840.901477,430.95,255.26,1.23,0.2,0.08,1.3,Sitting
0,0,0,0,0.98,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.12,0,0,0.01,0.06,0.94,0,0,0,0,0,0,4.85,8.77,1840.901477,397.73,259.72,1.61,0.08,0.05,1.62,Sitting
0,0,0,0,0.36,0.15,0.06,0.17,0.25,0.02,0.02,0,0.05,0.01,0.01,0.03,0.1,0.09,0.35,0.36,0,0,0.18,0.12,0.38,0.13,0.06,0.03,0.03,0.09,0,4.74,8.85,1840.901477,359.09,292.86,0.96,0.56,0.29,1.14,Sitting
0,0,0,0,0.01,0.29,0.08,0.21,0.38,0.04,0,0,0,0,0,0,0,0,0.22,0.79,0,0.02,0.36,0.24,0.38,0,0,0,0,0,0,5.31,8.59,4100,640,256.76,0.57,0.28,0.17,0.71,Sitting
0,0,0.02,0.39,0.07,0.01,0.02,0.2,0.26,0.06,0.36,0.09,0.04,0.02,0.02,0.01,0.01,0.03,0.04,0.4,0.01,0,0.08,0.22,0.17,0.25,0.11,0.03,0.02,0.15,0,3.99,9,1840.901477,243.33,292.86,1.51,1.15,0.35,1.94,Sitting
0,0,0.01,0.72,0.11,0.17,0,0,0,0,0.26,0.39,0.05,0.04,0.02,0.01,0.06,0.19,0,0,0,0,0,0,0.01,0.46,0.38,0.09,0.02,0.06,0,3.38,9.19,1840.901477,204.55,184.62,2.35,0.41,0.09,2.43,Sitting
0,0,0,1,0,0,0,0,0,0,0.46,0.51,0.03,0.01,0.01,0,0,0,0,0,0,0,0,0,0.03,0.41,0.53,0.04,0,0,0,3.09,9.16,1840.901477,2775,196,2.78,0.08,0.07,2.79,Sitting
0,0,0,0.63,0.36,0.02,0,0,0,0,0,0,0.02,0.42,0.13,0.04,0.16,0.23,0.01,0,0,0,0,0,0.01,0.91,0.09,0,0,0,0,3.82,9.11,1840.901477,508.33,222.73,2.1,0.23,0.04,2.13,Sitting
0,0,0,0.96,0.05,0,0,0,0,0,0.05,0.02,0.41,0.4,0.08,0.04,0.02,0,0,0,0,0,0,0,0,0.29,0.67,0.03,0.01,0.01,0,3.49,9.2,1840.901477,761.11,246.25,2.32,0.11,0.05,2.33,Sitting
0,0,0,0.59,0.22,0.18,0.02,0,0,0,0.05,0.38,0.16,0.03,0.01,0.07,0.09,0.22,0.01,0,0,0,0,0,0,0.21,0.6,0.18,0.02,0.01,0,3.57,9.23,1840.901477,257.14,232.93,2.03,0.4,0.06,2.09,Sitting
0,0.02,0.06,0.35,0.44,0.1,0,0.05,0.01,0,0.26,0.11,0.1,0.07,0.05,0.08,0.09,0.19,0.03,0.05,0,0,0.02,0.01,0.07,0.42,0.21,0.05,0.04,0.2,0,3.59,9.2,1840.901477,835.71,246.05,2.07,0.6,0.18,2.2,Sitting
0,0,0,0,0.96,0.05,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.01,9.52,1840.901477,298.44,316.67,1.73,0.07,0.02,1.74,Sitting
0,0,0,0.07,0.81,0.05,0.03,0.05,0,0,0.82,0.03,0.02,0.02,0.02,0.03,0.05,0.03,0,0,0,0,0,0,0.01,0.03,0.02,0.02,0.02,0.91,0,3.06,9.49,1840.901477,1700,252.63,1.79,0.25,0.07,1.83,Sitting
0,0,0,0.03,0.08,0.32,0.1,0.47,0.02,0.01,0.1,0.02,0.03,0.16,0.08,0.13,0.09,0.41,0,0,0,0,0,0,0.01,0.01,0.44,0.19,0.09,0.28,0,3.75,9.36,1840.901477,382.5,263.89,0.93,0.35,0.13,1.01,Sitting
0,0,0,0,0,0.36,0.15,0.5,0,0,0,0,0,0.01,0.17,0.31,0.16,0.36,0,0,0,0,0,0,0,0.01,0.3,0.4,0.22,0.09,0,3.92,9.33,1840.901477,243.48,228.57,0.84,0.15,0.05,0.87,Sitting
0,0,0,0,0,0.19,0.4,0.42,0.01,0,0,0,0,0,0.06,0.21,0.68,0.06,0,0,0,0,0,0,0,0,0.3,0.52,0.15,0.03,0,3.91,9.31,1840.901477,523.53,243.75,0.85,0.08,0.04,0.87,Sitting
0,0,0,0.01,0.16,0.16,0.11,0.56,0.02,0,0.03,0.05,0.11,0.05,0.02,0.05,0.26,0.45,0,0,0,0,0,0,0.01,0.03,0.4,0.34,0.06,0.18,0,3.87,9.32,1840.901477,430.56,231.71,0.92,0.28,0.08,1,Sitting
0,0,0,0.15,0.78,0.08,0,0,0,0,0.11,0.2,0.3,0.28,0.06,0.06,0.01,0,0,0,0,0,0,0,0.01,0.02,0.21,0.31,0.14,0.32,0,3.4,9.36,1840.901477,557.69,197.92,1.76,0.19,0.08,1.79,Sitting
0,0.01,0.08,0.62,0.28,0.01,0,0,0.01,0,0.3,0.3,0.24,0.04,0.01,0.02,0.01,0.04,0.02,0.03,0.01,0.02,0.03,0.04,0.07,0.12,0.2,0.33,0.11,0.09,0,3.3,9.17,1840.901477,125,190.63,2.45,0.32,0.23,2.52,Sitting
0,0.13,0.85,0.02,0,0,0,0,0,0,0.22,0.19,0.15,0.09,0.07,0.1,0.17,0.03,0,0,0,0,0.07,0.82,0.12,0,0,0,0,0,0,3.44,8.58,1840.901477,863.64,266.22,3.76,0.33,0.07,3.77,Sitting
0,0.3,0.64,0.07,0,0,0,0,0,0,0.1,0.26,0.49,0.12,0.02,0.02,0.01,0,0,0,0,0,0.33,0.56,0.1,0.02,0,0,0,0,0,3.31,8.55,1840.901477,1321.43,242.5,3.91,0.14,0.09,3.93,Sitting
0,0.5,0.5,0,0,0,0,0,0,0,0.01,0.12,0.75,0.08,0.01,0.02,0.02,0,0,0,0,0,0.79,0.22,0,0,0,0,0,0,0,3.4,8.45,1840.901477,564.71,212.22,4.06,0.08,0.05,4.07,Sitting
0,0.02,0.8,0.19,0,0,0,0,0,0,0.07,0.16,0.26,0.11,0.04,0.03,0.15,0.21,0,0,0,0,0.14,0.69,0.17,0.01,0,0,0,0,0,3.6,8.58,1840.901477,770.83,200,3.63,0.34,0.07,3.64,Sitting
0,0.04,0.95,0.02,0,0,0,0,0,0,0.1,0.29,0.29,0.06,0.03,0.09,0.11,0.05,0,0,0,0,0.11,0.82,0.08,0,0,0,0,0,0,3.43,8.56,1840.901477,400,222.5,3.83,0.27,0.06,3.84,Sitting
0,0.12,0.89,0,0,0,0,0,0,0,0.01,0.35,0.65,0.01,0,0,0,0,0,0,0,0,0.1,0.9,0.01,0,0,0,0,0,0,3.29,8.54,1840.901477,295.31,298.44,4.02,0.05,0.03,4.02,Sitting
0,0.11,0.85,0.05,0,0,0,0,0,0,0.02,0.29,0.39,0.08,0.04,0.02,0.09,0.08,0,0,0,0.01,0.16,0.83,0.01,0,0,0,0,0,0,3.46,8.53,1840.901477,316.67,226.19,3.87,0.24,0.04,3.88,Sitting
0,0.18,0.69,0.13,0,0,0,0,0,0,0.27,0.12,0.15,0.03,0.02,0.02,0.2,0.19,0.02,0,0,0,0.3,0.58,0.13,0,0,0,0,0,0,3.52,8.55,1840.901477,320,228.57,3.75,0.46,0.08,3.77,Sitting
0.26,0.4,0.26,0.08,0.01,0,0,0,0,0,0.3,0.17,0.18,0.09,0.02,0.04,0.15,0.05,0.02,0.01,0.04,0.21,0.39,0.33,0.03,0.01,0,0.01,0,0,0,3.35,8.4,1840.901477,807.14,248.28,4.18,0.4,0.16,4.23,Sitting
0.15,0.77,0.09,0,0,0,0,0,0,0,0.01,0.12,0.43,0.36,0.03,0.02,0.02,0.02,0,0,0.01,0.36,0.63,0.01,0,0,0,0,0,0,0,3.46,8.27,1840.901477,2600,206.38,4.37,0.13,0.05,4.38,Sitting
0.18,0.81,0.02,0,0,0,0,0,0,0,0.01,0.43,0.48,0.09,0,0,0,0,0,0,0,0.34,0.67,0,0,0,0,0,0,0,0,3.31,8.28,1840.901477,384,245.71,4.47,0.09,0.04,4.48,Sitting
0.27,0.7,0.04,0,0,0,0,0,0,0,0,0.3,0.49,0.19,0.03,0,0,0,0,0,0,0.53,0.47,0,0,0,0,0,0,0,0,3.37,8.26,1840.901477,411.76,225,4.48,0.11,0.04,4.49,Sitting
0.02,0.8,0.19,0,0,0,0,0,0,0,0.01,0.05,0.11,0.04,0.1,0.23,0.47,0.02,0,0,0.02,0.78,0.21,0,0,0,0,0,0,0,0,3.76,8.22,1840.901477,382.5,234.62,4.19,0.18,0.04,4.2,Sitting
0.59,0.4,0.02,0,0,0,0,0,0,0,0.31,0.31,0.12,0.15,0.06,0.03,0.03,0.01,0,0,0.04,0.54,0.43,0,0,0,0,0,0,0,0,3.27,8.24,1840.901477,575,225,4.58,0.24,0.05,4.59,Sitting
0.81,0.16,0.04,0,0,0,0,0,0,0,0.55,0.26,0.02,0.06,0.03,0.07,0.02,0.01,0,0,0.01,0.39,0.61,0,0,0,0,0,0,0,0,3.17,8.27,1840.901477,350,241.03,4.62,0.21,0.03,4.62,Sitting
0.72,0.18,0.11,0,0,0,0,0,0,0,0.28,0.42,0.14,0.04,0.01,0.01,0.02,0.11,0,0,0.01,0.63,0.37,0,0,0,0,0,0,0,0,3.29,8.24,1840.901477,210,233.78,4.55,0.26,0.04,4.56,Sitting
0.4,0.45,0.15,0,0,0,0,0,0,0,0.01,0.03,0.13,0.43,0.05,0.12,0.12,0.12,0,0,0.28,0.69,0.04,0,0,0,0,0,0,0,0,3.67,8.14,1840.901477,700,245.95,4.46,0.2,0.06,4.47,Sitting
0.88,0.12,0,0,0,0,0,0,0,0,0.03,0.02,0.22,0.63,0.05,0.05,0.02,0,0,0,0.57,0.41,0.02,0.01,0,0,0,0,0,0,0,3.52,8.1,1840.901477,389.58,241.25,4.64,0.1,0.05,4.64,Sitting
0.5,0.51,0,0,0,0,0,0,0,0,0.05,0.06,0.33,0.27,0.03,0.08,0.21,0,0,0,0.29,0.64,0.06,0.01,0.01,0,0,0,0,0,0,3.56,8.14,1840.901477,593.33,225,4.54,0.22,0.06,4.55,Sitting
0.76,0.25,0,0,0,0,0,0,0,0,0.03,0.31,0.32,0.34,0.01,0,0,0,0,0,0.31,0.69,0.01,0,0,0,0,0,0,0,0,3.37,8.13,1840.901477,364.71,225,4.68,0.14,0.04,4.68,Sitting
1,0,0,0,0,0,0,0,0,0,0.09,0.91,0.01,0,0,0,0,0,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,3.16,8.14,1840.901477,402.17,335.71,4.78,0.04,0.03,4.79,Sitting
0.51,0.43,0.07,0,0,0,0,0,0,0,0.05,0.19,0.23,0.15,0.01,0.05,0.08,0.26,0,0,0.54,0.42,0.04,0.01,0,0,0,0,0,0,0,3.61,8.1,1840.901477,309.09,262.86,4.5,0.34,0.06,4.51,Sitting
0.02,0.11,0.67,0.12,0.08,0.01,0,0,0,0,0.06,0.1,0.11,0.09,0.04,0.04,0.27,0.2,0.09,0.03,0.01,0.02,0.73,0.15,0.07,0.02,0.01,0,0,0.01,0,3.83,8.46,1840.901477,1487.5,316.67,3.45,0.4,0.12,3.51,Sitting
0,0,0.06,0.64,0.27,0.01,0,0.01,0.01,0.02,0.25,0.06,0.07,0.12,0.03,0.09,0.02,0.01,0.36,0.02,0.01,0,0.23,0.14,0.34,0.1,0.04,0.03,0.04,0.09,0,3.84,8.9,1840.901477,730.77,550,2.36,0.76,0.34,2.43,Sitting
0.03,0.02,0.02,0.06,0.03,0.01,0,0.03,0.02,0.15,0.01,0,0,0.01,0,0.01,0,0.01,0,0.33,0.35,0,0,0.01,0.01,0,0.01,0,0,0,0,3.4,0.68,600,575,625,0.75,2.21,0.77,2.79,Sitting
0.01,0.01,0.07,0.08,0.06,0.11,0.11,0.15,0.23,0.21,0.03,0.05,0.04,0.15,0.11,0.14,0.09,0.16,0.15,0.1,0,0,0.03,0.18,0.31,0.25,0.09,0.05,0.08,0.03,0,9.61,2.65,1840.901477,230.49,362.5,1.13,0.12,0.18,1.17,Standing
0.01,0.06,0.1,0.08,0.06,0.1,0.14,0.11,0.19,0.17,0.09,0.09,0.09,0.16,0.11,0.1,0.11,0.15,0.08,0.03,0,0,0.03,0.1,0.14,0.21,0.13,0.1,0.12,0.19,0,9.54,2.84,1840.901477,209.57,300,1.2,0.12,0.27,1.24,Standing
0.01,0.02,0.03,0.11,0.09,0.16,0.13,0.18,0.19,0.1,0.03,0.14,0.18,0.26,0.14,0.07,0.09,0.09,0.02,0.01,0,0,0,0.02,0.03,0.11,0.22,0.29,0.29,0.06,0,9.5,2.93,1840.901477,279.03,272.06,1.21,0.08,0.13,1.23,Standing
0.03,0.08,0.08,0.08,0.11,0.14,0.11,0.12,0.16,0.12,0.13,0.15,0.08,0.21,0.11,0.13,0.08,0.11,0.01,0.02,0,0,0.01,0.02,0.02,0.15,0.23,0.19,0.19,0.2,0,9.49,2.94,1840.901477,252.56,741.67,1.26,0.11,0.18,1.3,Standing
0.07,0.14,0.14,0.12,0.12,0.07,0.08,0.08,0.11,0.11,0.28,0.15,0.1,0.2,0.08,0.06,0.06,0.04,0.03,0.02,0,0,0,0.01,0.04,0.1,0.14,0.21,0.29,0.23,0,9.43,3.01,1840.901477,230,402.38,1.38,0.13,0.17,1.43,Standing
0,0.03,0.05,0.15,0.13,0.16,0.12,0.1,0.17,0.12,0.18,0.26,0.12,0.23,0.07,0.06,0.05,0.02,0.02,0.01,0,0,0,0,0.02,0.04,0.1,0.16,0.29,0.41,0,9.43,3.13,1840.901477,278.57,588.89,1.23,0.11,0.18,1.25,Standing
0,0.03,0.09,0.1,0.14,0.11,0.08,0.12,0.17,0.17,0.2,0.25,0.14,0.27,0.07,0.05,0.03,0.02,0,0,0,0,0,0.01,0.01,0.03,0.07,0.12,0.22,0.55,0,9.42,3.16,1840.901477,262.5,494.44,1.2,0.09,0.17,1.23,Standing
